ecosystem,packageName,name,displayName,description,recipeCount,category1,category2,category3,category1Description,category2Description,category3Description,options
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$AbbreviateRecipe,"Replace `StringUtils.abbreviate(String, int)` with JDK provided API","Replace Apache Commons `StringUtils.abbreviate(String str, int maxWidth)` with JDK provided API.",1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$CapitalizeRecipe,Replace `StringUtils.capitalize(String)` with JDK provided API,Replace Apache Commons `StringUtils.capitalize(String str)` with JDK provided API.,1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$DefaultStringFallbackRecipe,"Replace `StringUtils.defaultString(String, String)` with JDK provided API","Replace Apache Commons `StringUtils.defaultString(String str, String nullDefault)` with JDK provided API.",1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$DefaultStringRecipe,Replace `StringUtils.defaultString(String)` with JDK provided API,Replace Apache Commons `StringUtils.defaultString(String str)` with JDK provided API.,1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$DeleteWhitespaceRecipe,Replace `StringUtils.deleteWhitespace(String)` with JDK provided API,Replace Apache Commons `StringUtils.deleteWhitespace(String str)` with JDK provided API.,1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$EqualsIgnoreCaseRecipe,"Replace `StringUtils.equalsIgnoreCase(CharSequence, CharSequence)` with JDK provided API","Replace Apache Commons `StringUtils.equalsIgnoreCase(CharSequence cs1, CharSequence cs2)` with JDK provided API.",1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$EqualsRecipe,"Replace `StringUtils.equals(CharSequence, CharSequence)` with JDK provided API","Replace Apache Commons `StringUtils.equals(CharSequence cs1, CharSequence cs2)` with JDK provided API.",1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$LowercaseRecipe,Replace `StringUtils.lowerCase(String)` with JDK provided API,Replace Apache Commons `StringUtils.lowerCase(String str)` with JDK provided API.,1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$RemoveEndRecipe,"Replace `StringUtils.removeEnd(String, String)` with JDK provided API","Replace Apache Commons `StringUtils.removeEnd(String str, String remove)` with JDK provided API.",1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$RemoveRedundantNullCheckWithIsNotBlankRecipe,Remove redundant null check when using `StringUtils.isNotBlank(String)`,Remove redundant null check when using `StringUtils.isNotBlank(String)` as it already handles null values.,1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$ReplaceRecipe,"Replace `StringUtils.replace(String, String, String)` with JDK provided API","Replace Apache Commons `StringUtils.replace(String text, String searchString, String replacement)` with JDK provided API.",1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$ReverseRecipe,Replace `StringUtils.reverse(String)` with JDK provided API,Replace Apache Commons `StringUtils.reverse(String str)` with JDK provided API.,1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$SplitRecipe,Replace `StringUtils.split(String)` with JDK provided API,Replace Apache Commons `StringUtils.split(String str)` with JDK provided API.,1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$StringJoinSeparatorIterableCharSequenceRecipe,"Replace `StringUtils.join(Iterable<? extends CharSequence>, String)` with JDK provided API","Replace Apache Commons `StringUtils.join(Iterable<? extends CharSequence> iterable, String separator)` with JDK provided API.",1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$StripRecipe,Replace `StringUtils.strip(String)` with JDK provided API,Replace Apache Commons `StringUtils.strip(String str)` with JDK provided API.,1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$TrimRecipe,Replace `StringUtils.trim(String)` with JDK provided API,Replace Apache Commons `StringUtils.trim(String str)` with JDK provided API.,1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$TrimToEmptyRecipe,Replace `StringUtils.trimToEmpty(String)` with JDK provided API,Replace Apache Commons `StringUtils.trimToEmpty(String str)` with JDK provided API.,1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$TrimToNullRecipe,Replace `StringUtils.trimToNull(String)` with JDK provided API,Replace Apache Commons `StringUtils.trimToNull(String str)` with JDK provided API.,1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.ApacheCommonsStringUtilsRecipes$UppercaseRecipe,Replace `StringUtils.upperCase(String)` with JDK internals,Replace Apache Commons `StringUtils.upperCase(String str)` with JDK internals.,1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.IsNotEmptyToJdk,Replace any StringUtils#isEmpty(String) and #isNotEmpty(String),Replace any `StringUtils#isEmpty(String)` and `#isNotEmpty(String)` with `s == null || s.isEmpty()` and `s != null && !s.isEmpty()`.,1,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.UpgradeApacheCommonsLang_2_3,Migrates to Apache Commons Lang 3.x,"Migrate applications to the latest Apache Commons Lang 3.x release. This recipe modifies application's build files, and changes the package as per [the migration release notes](https://commons.apache.org/proper/commons-lang/article3_0.html).",19,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang.WordUtilsToCommonsText,Migrate `WordUtils` to Apache Commons Text,Migrate `org.apache.commons.lang.WordUtils` to `org.apache.commons.text.WordUtils` and add the Commons Text dependency.,9,Commons Lang,Commons,Apache,Recipes for [Apache Commons Lang](https://commons.apache.org/proper/commons-lang/) upgrades and migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.collections.UpgradeApacheCommonsCollections_3_4,Migrates to Apache Commons Collections 4.x,"Migrate applications to the latest Apache Commons Collections 4.x release. This recipe modifies application's build files, make changes to deprecated/preferred APIs, and migrates configuration settings that have changes between versions.",13,Commons Collections,Commons,Apache,Recipes for [Apache Commons Collections](https://commons.apache.org/proper/commons-collections/) migrations.,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang3.MigrateSystemUtilsDeprecations,Migrate deprecated SystemUtils constants,"Replaces deprecated constants in org.apache.commons.lang3.SystemUtils with their recommended replacements (e.g., `File.separator`, `System.lineSeparator()`).",9,Lang3,Commons,Apache,,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.lang3.UseStandardCharsets,Prefer `java.nio.charset.StandardCharsets`,Prefer the Java standard library's `java.nio.charset.StandardCharsets` over `org.apache.commons.lang3.CharEncoding`.,13,Lang3,Commons,Apache,,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.commons.math.UpgradeApacheCommonsMath_2_3,Migrates to Apache Commons Math 3.x,"Migrate applications to the latest Apache Commons Math 3.x release. This recipe modifies  application's build files, make changes to deprecated/preferred APIs, and migrates configuration settings that have changes between versions.",7,Math,Commons,Apache,,,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient4.MigrateDefaultHttpClient,Migrates deprecated `DefaultHttpClient`,"Since `DefaultHttpClient` is deprecated, we need to change it to the `CloseableHttpClient`. It only covers the default scenario with no custom `HttpParams` or `ConnectionManager`.

Of note: the `DefaultHttpClient` [does not support TLS 1.2](https://find-sec-bugs.github.io/bugs.htm#DEFAULT_HTTP_CLIENT).

References:
 - [Find Sec Bugs](https://find-sec-bugs.github.io/bugs.htm#DEFAULT_HTTP_CLIENT).
 - [IBM Support Pages](https://www.ibm.com/support/pages/im-using-apache-httpclient-make-outbound-call-my-web-application-running-websphere-application-server-traditional-and-im-getting-ssl-handshake-error-how-can-i-debug).",1,,HttpClient 4,Apache,,Recipes for migrating from [Apache HttpClient 4.x](https://hc.apache.org/httpcomponents-client-4.5.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient4.UpgradeApacheHttpClient_4_5,Migrates to ApacheHttpClient 4.5.x,"Migrate applications to the latest Apache HttpClient 4.5.x release. This recipe modifies application's build files, make changes to deprecated/preferred APIs, and migrates configuration settings that have changes between versions.",13,,HttpClient 4,Apache,,Recipes for migrating from [Apache HttpClient 4.x](https://hc.apache.org/httpcomponents-client-4.5.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient4.MappingDeprecatedClasses,Maps deprecated classes from Apache HttpClient 4.5.x to suggested replacements,Uses new classes/methods instead of the deprecated ones.,9,,HttpClient 4,Apache,,Recipes for migrating from [Apache HttpClient 4.x](https://hc.apache.org/httpcomponents-client-4.5.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.AddTimeUnitArgument,Adds a TimeUnit argument to the matched method invocations,"In Apache Http Client 5.x migration, an extra TimeUnit argument is required in the timeout and duration methods. Previously in 4.x, all these methods were implicitly having the timeout or duration expressed in milliseconds, but in 5.x the unit of the timeout or duration is required. So, by default this recipe adds `TimeUnit.MILLISECONDS`, it is possible to specify this as a parameter. Since all affected methods of the Apache Http Client 5.x migration only have one integer/long argument, the recipe applies with matched method invocations of exactly one parameter.",1,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A method pattern that is used to find matching method invocations."",""example"":""org.apache.http.client.config.RequestConfig.Builder setConnectionRequestTimeout(int)"",""required"":true},{""name"":""timeUnit"",""type"":""TimeUnit"",""displayName"":""Time unit"",""description"":""The TimeUnit enum value we want to add to the method invocation. Defaults to `MILLISECONDS`."",""example"":""MILLISECONDS""}]"
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.ChangeArgumentToTimeValue,Changes an argument to a `TimeValue` for matched method invocations,"In Apache Http Client 5.x migration, some methods that previously took a single long argument have changed to take a `TimeValue`. Previously in 4.x, all these methods were implicitly having the value expressed in milliseconds. By default this recipe uses `TimeUnit.MILLISECONDS` for the `TimeUnit` when creating a `TimeValue`. It is possible to specify this as a parameter. Since all affected methods of the Apache Http Client 5.x migration only have one long argument, the recipe applies with matched method invocations of exactly one parameter.",1,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A method pattern that is used to find matching method invocations."",""example"":""org.apache.http.impl.nio.reactor.IOReactorConfig.Builder setSelectInterval(long)"",""required"":true},{""name"":""timeUnit"",""type"":""TimeUnit"",""displayName"":""Time unit"",""description"":""The TimeUnit enum value we want to use to turn the original value into a TimeValue. Defaults to `MILLISECONDS`."",""example"":""MILLISECONDS""}]"
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.InputBufferReadAddOffsetAndLengthArguments,Adds offset and length arguments to the read method of SharedInputBuffer,"In Apache Http Client 5.x migration, the shortened form of the `read(byte[])` has been removed.",1,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.MigrateAuthScope,Replaces `AuthScope.ANY`,"Replace removed constant `org.apache.http.auth.AuthScope.AuthScope.ANY` with `new org.apache.hc.client5.http.auth.AuthScope(null, -1)`.",1,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.MigrateRequestConfig,Migrate `RequestConfig` to httpclient5,Migrate `RequestConfig` to httpclient5.,1,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.MigrateSSLConnectionSocketFactory,Migrate deprecated `SSLConnectionSocketFactory` to `DefaultClientTlsStrategy`,Migrates usage of the deprecated `org.apache.http.conn.ssl.SSLConnectionSocketFactory` to `org.apache.hc.client5.http.ssl.DefaultClientTlsStrategy` with proper connection manager setup.,1,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.MigrateStringEntityStringCharsetConstructor,"Replace `new StringEntity(String, String)` with `new StringEntity(String, Charset)`","Replace `new StringEntity(String, String)` with `new StringEntity(String, Charset)` to eliminate literal usage for charset parameters.",1,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.NewRequestLine,Replaces deprecated `HttpRequestBase::getRequestLine()`,"`HttpRequestBase::getStatusLine()` was deprecated in 4.x, so we replace it with `new RequestLine(HttpRequest)`. Ideally we will try to simply method chains for `getMethod`, `getUri` and `getProtocolVersion`, but there are some scenarios where `RequestLine` object is assigned or used directly, and we need to instantiate the object.",1,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.NewStatusLine,Replaces deprecated `HttpResponse::getStatusLine()`,"`HttpResponse::getStatusLine()` was deprecated in 4.x, so we replace it for `new StatusLine(HttpResponse)`. Ideally we will try to simplify method chains for `getStatusCode`, `getProtocolVersion` and `getReasonPhrase`, but there are some scenarios where the `StatusLine` object is assigned or used directly, and we need to instantiate the object.",1,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.OutputBufferWriteAddOffsetAndLengthArguments,Adds offset and length arguments to the write method of SharedOutputBuffer,"In Apache Http Client 5.x migration, the shortened form of the `write(byte[])` has been removed.",1,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.RemoveByteBufferAllocators,Remove ByteBufferAllocator implementations,"In Apache Http Client 5.x migration, both implementations of `ByteBufferAllocator` have been removed. This recipe will remove usage of said classes in favour of direct static calls to `ByteBuffer`.",1,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.UsernamePasswordCredentials,Migrate `UsernamePasswordCredentials` to httpclient5,Change the password argument going into `UsernamePasswordCredentials` to be a `char[]`.,1,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5,Migrate to ApacheHttpClient 5.x,"Migrate applications to the latest Apache HttpClient 5.x release. This recipe will modify an application's build files, make changes to deprecated/preferred APIs, and migrate configuration settings that have changes between versions.",467,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.UpgradeApacheHttpClientDependencies,Migrate from org.apache.httpcomponents to ApacheHttpClient 5.x dependencies,Adopt `org.apache.httpcomponents.client5:httpclient5` from `org.apache.httpcomponents`.,13,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.UpgradeApacheHttpCoreNioDependencies,Migrate from httpcore-nio to ApacheHttpClient 5.x core dependency,Adopt `org.apache.httpcomponents.core5:httpcore5` from `org.apache.httpcomponents:httpcore-nio`.,7,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.UpgradeApacheHttpCore_5_NioInputBuffers,Migrate Apache HttpCore Nio Input Buffer classes to Apache HttpCore 5.x,Mapping of specifically `*InputBuffer` classes of Apache HttpCore 5.x from Apache HttpCore Nio 4.4.x.,25,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
maven,org.openrewrite.recipe:rewrite-apache,org.openrewrite.apache.httpclient5.UpgradeApacheHttpCore_5_NioOutputBuffers,Migrate Apache HttpCore Nio Output Buffer classes to Apache HttpCore 5.x,Mapping of specifically `*OutputBuffer` classes of Apache HttpCore 5.x from Apache HttpCore Nio 4.4.x.,25,,HttpClient 5,Apache,,Recipes for migrating to [Apache HttpClient 5.x](https://hc.apache.org/httpcomponents-client-5.4.x/).,Recipes to perform [Apache](https://apache.org/) project migration tasks.,
